Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 35064,Super Luxury (Non AC Seater 2+2 Push Back),21:38,06h 27m,04:05,4.0,INR 444,31 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4920,INDRA(A.C. Seater),21:40,06h 20m,04:00,3.7,INR 528,34 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 9652,Super Luxury (Non AC Seater 2+2 Push Back),21:45,07h 05m,04:50,4.5,INR 480,34 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4815,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06h 30m,04:15,4.6,INR 469,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 9655,Super Luxury (Non AC Seater 2+2 Push Back),21:55,07h 10m,05:05,4.6,INR 469,30 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4996,INDRA(A.C. Seater),21:55,06h 20m,04:15,3.8,INR 528,29 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 35136,INDRA(A.C. Seater),21:58,06h 02m,04:00,3.3,INR 539,34 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 30m,05:30,4.3,INR 469,32 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3917,Super Luxury (Non AC Seater 2+2 Push Back),22:00,06h 45m,04:45,4.3,INR 444,30 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3971,Super Luxury (Non AC Seater 2+2 Push Back),22:00,07h 30m,05:30,3.6,INR 469,22 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05h 49m,03:49,3.7,INR 683,40 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),22:05,06h 25m,04:30,3.9,INR 607,20 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3691,INDRA(A.C. Seater),22:10,06h 20m,04:30,3.8,INR 551,36 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4340,INDRA(A.C. Seater),22:10,06h 50m,05:00,2.6,INR 567,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 35106,VENNELA (A.C. SLEEPER),22:10,05h 50m,04:00,4.1,INR 795,22 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4355,Super Luxury (Non AC Seater 2+2 Push Back),22:10,07h 05m,05:15,4.5,INR 469,26 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4821,Super Luxury (Non AC Seater 2+2 Push Back),22:10,06h 20m,04:30,4.3,INR 517,23 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4049,Super Luxury (Non AC Seater 2+2 Push Back),22:15,07h 20m,05:35,4.0,INR 448,30 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3944,Super Luxury (Non AC Seater 2+2 Push Back),22:20,06h 25m,04:45,3.8,INR 456,26 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 49332,VENNELA (A.C. SLEEPER),22:20,06h 10m,04:30,3.9,INR 781,22 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3510,INDRA(A.C. Seater),22:25,06h 10m,04:35,3.8,INR 538,37 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),22:25,06h 35m,05:00,3.8,INR 610,33 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:25,06h 05m,04:30,4.2,INR 720,38 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3695,Super Luxury (Non AC Seater 2+2 Push Back),22:30,06h 50m,05:20,3.9,INR 448,20 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 1445,Super Luxury (Non AC Seater 2+2 Push Back),22:30,07h 00m,05:30,4.3,INR 414,26 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3909,Super Luxury (Non AC Seater 2+2 Push Back),22:30,07h 05m,05:35,3.1,INR 469,30 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3824,Super Luxury (Non AC Seater 2+2 Push Back),22:30,06h 40m,05:10,3.7,INR 436,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 9365,Super Luxury (Non AC Seater 2+2 Push Back),22:30,06h 30m,05:00,3.6,INR 456,29 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3560,INDRA(A.C. Seater),22:30,05h 15m,03:45,4.2,INR 567,35 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:40,06h 20m,05:00,4.3,INR 720,31 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 9933,STAR LINER(NON-AC SLEEPER 2+1),22:45,06h 45m,05:30,3.9,INR 576,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 35120,INDRA(A.C. Seater),22:45,06h 00m,04:45,3.6,INR 541,36 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,05h 50m,04:35,3.1,INR 683,44 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3542,Super Luxury (Non AC Seater 2+2 Push Back),22:50,07h 00m,05:50,3.9,INR 444,29 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3962,INDRA(A.C. Seater),22:55,05h 50m,04:45,3.7,INR 551,28 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3508,Super Luxury (Non AC Seater 2+2 Push Back),23:00,06h 15m,05:15,4.0,INR 412,33 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 23703,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05h 00m,04:00,3.9,INR 436,32 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4371,INDRA(A.C. Seater),23:00,06h 15m,05:15,3.8,INR 567,31 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:10,05h 16m,04:26,4.0,INR 683,42 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3516,Super Luxury (Non AC Seater 2+2 Push Back),23:10,06h 55m,06:05,2.3,INR 444,29 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3826,Super Luxury (Non AC Seater 2+2 Push Back),23:10,06h 30m,05:40,3.2,INR 469,32 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),23:10,06h 15m,05:25,4.6,INR 607,22 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:15,05h 20m,04:35,3.5,INR 683,46 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3279,VENNELA (A.C. SLEEPER),23:25,05h 35m,05:00,3.8,INR 839,20 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3514,Super Luxury (Non AC Seater 2+2 Push Back),23:30,06h 50m,06:20,3.4,INR 469,32 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 4037,Super Luxury (Non AC Seater 2+2 Push Back),23:35,06h 35m,06:10,3.7,INR 480,30 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3502,VENNELA (A.C. SLEEPER),23:45,05h 35m,05:20,3.6,INR 795,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,05h 20m,05:05,3.8,INR 683,43 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,05h 10m,05:05,4.4,INR 720,43 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,TSRTC - 7761,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,07h 20m,22:10,4.2,INR 396,28 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,TSRTC - 1343,RAJADHANI AC (CONVERTED METRO LUXURY),15:45,06h 05m,21:50,2.4,INR 391,35 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,TSRTC - 2042,LAHARI A/C SLEEPER CUM SEATER,15:50,06h 20m,22:10,2.9,INR 483,34 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,TSRTC - 42662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,06h 40m,22:30,3.4,INR 396,31 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,TSRTC - 1589,RAJDHANI (A.C. Semi Sleeper),16:40,06h 10m,22:50,2.1,INR 391,35 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),00:01,06h 29m,06:30,4.7,INR 595,21 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,FRESHBUS,Electric A/C Seater (2+2),00:20,06h 40m,07:00,4.6,500,37 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,Svkdt travels,A/C Sleeper (2+1),23:35,06h 15m,05:50,4.5,INR 549,21 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,05h 15m,04:10,2.9,INR 399,26 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),23:25,06h 35m,06:00,4.5,INR 595,24 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 20m,06:05,4.5,INR 358,25 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05h 45m,05:35,4.6,INR 338,37 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,AdSrivastav Travels,A/C Sleeper (2+1),22:35,06h 15m,04:50,3.3,INR 699,27 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,FRESHBUS,Electric A/C Seater (2+2),23:40,06h 45m,06:25,4.5,500,38 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05h 40m,05:25,4.5,INR 409,36 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,FRESHBUS,Electric A/C Seater (2+2),22:50,06h 50m,05:40,4.4,450,39 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,NueGo,Electric A/C Seater (2+2),16:00,07h 00m,23:00,4.4,332,20 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05h 55m,05:30,4.4,INR 450,28 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,Sri KVR Travels,A/C Sleeper (2+1),23:35,05h 40m,05:15,4.4,INR 499,24 Seats available
TSRTC,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,2024-07-23,NueGo,Electric A/C Seater/Sleeper (2+1),22:00,07h 10m,05:10,4.5,428,6 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8632,RAJDHANI (A.C. Semi Sleeper),14:55,05h 45m,20:40,3.1,INR 389,35 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,05h 30m,20:30,3.1,INR 389,33 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,04h 40m,19:40,4.2,INR 320,29 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 1320,Lahari A/C sleeper,15:55,05h 15m,21:10,2.8,INR 389,40 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64828,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,04h 30m,21:00,2.0,INR 320,28 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,04h 20m,22:00,3.7,INR 320,1 Seat available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,04h 30m,22:20,3.7,INR 320,29 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8682,RAJADHANI AC (CONVERTED METRO LUXURY),18:00,04h 00m,22:00,3.4,INR 389,36 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,04h 20m,23:00,3.6,INR 320,30 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64021,RAJDHANI (A.C. Semi Sleeper),19:00,04h 00m,23:00,3.0,INR 389,36 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,06h 15m,01:45,3.2,INR 320,31 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8601,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,04h 05m,23:45,3.7,INR 320,31 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 4160,RAJDHANI (A.C. Semi Sleeper),20:00,06h 05m,02:05,3.7,INR 389,32 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,05h 45m,02:20,3.8,INR 389,27 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,06h 20m,03:10,2.3,INR 320,21 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 40m,02:40,3.1,INR 320,30 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8699,RAJDHANI (A.C. Semi Sleeper),21:00,04h 00m,01:00,3.4,INR 389,36 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:00,05h 45m,02:45,3.3,INR 320,15 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8848,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05h 35m,02:55,4.5,INR 320,5 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,04h 20m,02:00,3.7,INR 320,30 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,05h 45m,03:45,4.1,INR 389,12 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 10m,04:10,4.4,INR 320,13 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 9970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04h 15m,02:30,3.7,INR 320,28 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64827,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05h 55m,04:10,3.4,INR 320,5 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8610,RAJDHANI (A.C. Semi Sleeper),22:50,05h 45m,04:35,4.3,INR 389,34 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,05h 55m,04:50,3.7,INR 320,21 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64090,RAJDHANI (A.C. Semi Sleeper),23:10,04h 00m,03:10,3.2,INR 389,28 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04h 15m,03:30,2.4,INR 320,29 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 8614,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06h 00m,05:50,4.1,INR 320,26 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,TSRTC - 64511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04h 15m,04:10,4.6,INR 320,25 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,APSRTC - 3795,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05h 35m,01:50,3.9,INR 344,33 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,APSRTC - 3805,Super Luxury (Non AC Seater 2+2 Push Back),21:15,06h 30m,03:45,3.3,INR 344,34 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,APSRTC - 3812,Super Luxury (Non AC Seater 2+2 Push Back),21:55,05h 20m,03:15,3.3,INR 344,33 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,APSRTC - 3791,Super Luxury (Non AC Seater 2+2 Push Back),22:15,06h 00m,04:15,3.7,INR 344,34 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,APSRTC - 3705,Super Luxury (Non AC Seater 2+2 Push Back),22:40,05h 20m,04:00,3.3,INR 344,34 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,06h 00m,00:30,3.5,INR 555,34 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,04h 00m,23:30,3.8,INR 600,32 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),20:00,05h 00m,01:00,4.3,INR 599,22 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,DMR Travels,A/C Sleeper (2+1),20:40,05h 20m,02:00,3.6,INR 699,25 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),21:10,06h 20m,03:30,3.3,INR 400,26 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,4.7,INR 400,31 Seats available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-23,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 30m,03:50,4.3,INR 500,26 Seats available
